-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,131,132
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,14,14,14,15,147,148
-1,162,163,162,163,-1,-1,-1,-1,-1,-1,-1,-1,29,30,30,30,31,-1,-1
-1,178,179,178,179,-1,-1,-1,-1,-1,-1,-1,-1,45,46,46,46,47,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,100,101,-1,-1,58,59,58,59,60,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,116,117,-1,212,58,78,78,78,60,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,132,133,-1,228,78,78,103,78,78,-1,-1
77,78,79,-1,-1,-1,-1,-1,-1,148,149,-1,244,78,78,119,78,78,-1,-1
93,94,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,166,-1
109,110,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,181,182,-1
125,126,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,224,225,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,240,241,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,78,79
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,94,95
-1,-1,-1,-1,-1,188,189,190,191,-1,-1,-1,-1,-1,-1,-1,-1,109,110,111
-1,-1,-1,-1,-1,204,205,206,207,-1,-1,-1,-1,-1,-1,-1,-1,125,126,127
-1,-1,-1,-1,-1,220,221,222,223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,237,238,239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,253,254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
