208,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,210
224,225,231,231,231,225,225,225,225,225,225,225,225,225,225,225,225,225,225,226
224,225,225,225,225,225,225,225,225,231,231,231,231,225,225,225,225,231,231,226
224,225,225,225,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,226
224,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,226
224,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,226
224,231,231,231,231,225,225,225,225,231,231,231,231,231,231,231,231,231,231,226
224,231,231,231,225,225,231,231,231,225,225,225,225,231,231,231,231,231,231,226
224,231,231,231,225,231,225,225,225,225,225,225,225,225,225,225,231,231,231,226
224,231,231,231,225,225,225,231,225,225,231,231,231,231,231,225,231,231,231,226
224,231,231,231,225,225,231,225,225,231,231,231,231,231,231,225,231,231,231,226
224,231,231,231,225,225,231,225,225,225,225,225,225,225,225,225,231,231,231,226
224,231,231,231,231,225,225,225,225,225,231,231,231,225,225,231,231,231,231,226
224,231,231,231,231,231,225,231,225,225,225,225,225,225,231,231,231,231,231,226
224,231,231,231,231,231,225,225,225,225,231,231,231,231,231,231,231,231,231,226
224,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,226
224,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,226
224,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,226
224,231,231,231,231,231,231,231,231,225,225,225,225,225,225,225,231,231,231,226
246,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,242
